"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","18","75.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/02/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/03/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/04/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/05/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/06/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","17","71.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/07/2020","AQS","410510080","1","0","ppm","0","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/08/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/09/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/10/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/11/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/12/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/13/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/14/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/15/2020","AQS","410510080","1","0.3","ppm","3","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/16/2020","AQS","410510080","1","0.8","ppm","9","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/17/2020","AQS","410510080","1","0.9","ppm","10","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/18/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/19/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/20/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/21/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/22/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/23/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/24/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/25/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/26/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/27/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/28/2020","AQS","410510080","1","0","ppm","0","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/29/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/30/2020","AQS","410510080","1","0.3","ppm","3","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"01/31/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/01/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","13","54.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/02/2020","AQS","410510080","1","0.7","ppm","8","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/03/2020","AQS","410510080","1","0.9","ppm","10","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/04/2020","AQS","410510080","1","1.4","ppm","16","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/05/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/06/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/07/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/08/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/09/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/10/2020","AQS","410510080","1","0.5","ppm","6","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/11/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/12/2020","AQS","410510080","1","0.6","ppm","7","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/13/2020","AQS","410510080","1","1.1","ppm","13","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/14/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/15/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/16/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/17/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/18/2020","AQS","410510080","1","0.7","ppm","8","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/19/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/20/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/21/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/22/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/23/2020","AQS","410510080","1","0.5","ppm","6","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/24/2020","AQS","410510080","1","0.3","ppm","3","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/25/2020","AQS","410510080","1","0.5","ppm","6","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/26/2020","AQS","410510080","1","0.6","ppm","7","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/27/2020","AQS","410510080","1","1","ppm","11","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/28/2020","AQS","410510080","1","1","ppm","11","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"02/29/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/01/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/02/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/03/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/04/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/05/2020","AQS","410510080","1","1","ppm","11","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/06/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/07/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/08/2020","AQS","410510080","1","0.3","ppm","3","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/09/2020","AQS","410510080","1","0.6","ppm","7","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/10/2020","AQS","410510080","1","1.3","ppm","15","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/11/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/12/2020","AQS","410510080","1","0.6","ppm","7","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/13/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/14/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/15/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/16/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/17/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/18/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/19/2020","AQS","410510080","1","0.7","ppm","8","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/20/2020","AQS","410510080","1","0.3","ppm","3","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/21/2020","AQS","410510080","1","0.4","ppm","5","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/22/2020","AQS","410510080","1","0.9","ppm","10","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/23/2020","AQS","410510080","1","0","ppm","0","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/24/2020","AQS","410510080","1","0","ppm","0","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/25/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/26/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/27/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/28/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/29/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/30/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"03/31/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"04/01/2020","AQS","410510080","1","0.1","ppm","1","Portland - SE Lafayette","24","100.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
"04/02/2020","AQS","410510080","1","0.2","ppm","2","Portland - SE Lafayette","17","71.0000","42101","Carbon monoxide","38900","Portland-Vancouver-Hillsboro, OR-WA","41","Oregon","051","Multnomah","45.496641","-122.602877"
