Fire Year,District,Unit,Fire Number,Fire Name,Legal,Fuel Model,County,Report Date,General Cause,ODF Acres,Total Acres
2020,71 - Southwest,Medford,164,PP#01339 Upper Applegate,T39S R3W S10 SESW,F,Jackson,8/15/20 4:22,Equipment Use,0.5,0.5
2020,71 - Southwest,Medford,165,Pilot Rock,T40S R2E S34 SWSE,C,Jackson,8/15/20 6:00,Recreationist,0.5,0.5
2020,71 - Southwest,Grants Pass,166,Cloverlawn Dr 5375,T37S R5W S8 NWSW,C,Josephine,7/30/20 16:18,Equipment Use,0.1,0.1
2020,71 - Southwest,Medford,178,N Foothill Rd 2450,T37S R1W S16 NWSE,A,Jackson,8/18/20 15:34,Equipment Use,0,0.01
2020,71 - Southwest,Grants Pass,179,Camp Creek,T38S R7W S21 SESE,K,Josephine,8/1/20 14:04,Equipment Use,0.08,0.08
2020,71 - Southwest,Grants Pass,184,I-5 NB MP 78,T33S R6W S12 SWSW,A,Josephine,8/2/20 12:46,Equipment Use,0.1,0.1
2020,71 - Southwest,Grants Pass,185,Redwood Hwy 10880,T37S R7W S10 SWSW,A,Josephine,8/2/20 19:09,Miscellaneous,0.01,0.01
2020,71 - Southwest,Medford,186,Knowles Rd 1940,T38S R2W S4 NWNE,A,Jackson,8/21/20 13:24,Equipment Use,0.01,0.01
2020,71 - Southwest,Medford,189,Upper River Rd 1275,T36S R3W S15 NWSE,,Jackson,8/21/20 20:15,Under Invest,0.1,
2020,71 - Southwest,Medford,195,Lost Creek,T33S R2E S31 SENW,B,Jackson,8/22/20 17:22,Recreationist,0.25,0.25
2020,71 - Southwest,Medford,197,Glen Echo 4750,T37S R3W S1 NENE,A,Jackson,8/22/20 23:25,Miscellaneous,0.1,0.1
2020,71 - Southwest,Medford,198,Fish Lake Rd 5170,T35S R3E S19 NWSE,B,Jackson,8/23/20 3:47,Miscellaneous,0.25,0.25
2020,71 - Southwest,Grants Pass,202,SB 15 MP 54.5,T36S R5W S15 NESE,A,Josephine,8/5/20 9:50,Equipment Use,0.38,0.38
2020,71 - Southwest,Medford,203,Denman Reserve,T36S R2W S12 NESE,F,Jackson,8/24/20 13:21,Recreationist,0.25,0.25
2020,71 - Southwest,Medford,204,HWY 238 MM 25,T38S R3W S28 NESE,A,Jackson,8/24/20 14:20,Equipment Use,0,0.01
2020,71 - Southwest,Grants Pass,207,Monument Dr 5484,T35S R6W S26 SWNE,A,Josephine,8/5/20 17:15,Equipment Use,0.1,0.1
2020,71 - Southwest,Medford,208,Hwy 140 MM 10,T36S R1E S10 SWNE,,Jackson,8/26/20 5:10,Debris Burning,0.25,
2020,71 - Southwest,Grants Pass,211,PP-B13134/Waters Crk,T37S R7W S8 SENW,C,Josephine,8/6/20 16:23,Equipment Use,0.17,0.17
2020,71 - Southwest,Grants Pass,212,Lower River 11905,T35S R7W S25 SESW,U,Josephine,8/6/20 18:06,Juveniles,0.04,0.04
2020,71 - Southwest,Grants Pass,213,Pearce Park 3700,T36S R5W S22 SENW,R,Josephine,8/6/20 18:27,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,218,S Redwood Hwy 330,T39S R8W S21 SWNE,A,Josephine,8/7/20 11:49,Smoking,0.01,0.01
2020,71 - Southwest,Medford,221,Hwy 234 1577 PP#5248,T35S R1W S17 NESW,,Jackson,8/30/20 19:56,Equipment Use,0.1,
2020,71 - Southwest,Grants Pass,224,Millie St 233,T39S R8W S16 SWSE,L,Josephine,8/8/20 18:16,Miscellaneous,0.01,0.01
2020,71 - Southwest,Medford,227,Sterling Creek Rd 2345,T38S R2W S18 SWNE,C,Jackson,8/31/20 23:20,Miscellaneous,0.01,0.01
2020,71 - Southwest,Grants Pass,233,White School House 1770,T39S R8W S25 SESE,R,Josephine,8/10/20 10:01,Smoking,0.01,0.01
2020,71 - Southwest,Medford,236,Meadows,T35S R2W S4 SWNW,,Jackson,9/4/20 2:48,Equipment Use,5,
2020,71 - Southwest,Medford,238,Grizzly Creek,T38S R3E S12 SWSE,,Jackson,9/4/20 14:11,Under Invest,323,323
2020,71 - Southwest,Medford,245,Tolo Rd 6755 #1,T36S R2W S29 NWNE,X,Jackson,9/6/20 18:03,Debris Burning,0,0
2020,71 - Southwest,Medford,248,Old Stage 4770,T37S R2W S6 NENE,X,Jackson,9/7/20 12:58,Miscellaneous,0,0
2020,71 - Southwest,Medford,249,Climax,T38S R2E S6 NWNW,L,Jackson,9/7/20 14:25,Equipment Use,3,3
2020,71 - Southwest,Grants Pass,251,Kerby Mainline #3,T38S R8W S35 SWSW,X,Josephine,8/12/20 0:22,Debris Burning,0.01,0.01
2020,71 - Southwest,Medford,266,S. Obenchain,T35S R1E S34 SESE,,Jackson,9/8/20 13:49,Under Invest,32589,32589
2020,71 - Southwest,Grants Pass,267,N Sawyer Ave 390,T39S R8W S16 SWSE,H,Josephine,8/13/20 12:57,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,271,Kerby Well,T38S R8W S34 NESE,R,Josephine,8/10/20 12:16,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,287,Graves Creek,T33S R4W S29 NWSW,H,Jackson,8/16/20 16:38,Equipment Use,2.1,2.1
2020,71 - Southwest,Medford,293,Owens Spring,T38S R3E S12 NESE,A,Jackson,9/13/20 9:00,Under Invest,0.01,0.01
2020,71 - Southwest,Grants Pass,293,Golf Course,T39S R8W S16 SWNE,A,Josephine,8/17/20 14:51,Miscellaneous,0.01,0.01
2020,71 - Southwest,Medford,295,Waters Gulch,T40S R2W S8 NWNE,R,Jackson,9/13/20 17:10,Debris Burning,1,1
2020,71 - Southwest,Medford,296,Wall Creek,T32S R1W S31 SWSE,,Jackson,9/15/20 13:35,Under Invest,0.5,
2020,71 - Southwest,Medford,297,Flounce Rock,T33S R2E S17 NESW,,Jackson,9/15/20 18:40,Equipment Use,0.01,
2020,71 - Southwest,Medford,303,Antioch Rd 14853,T35S R2W S14 NESW,A,Jackson,9/16/20 0:13,Smoking,0.1,0.1
2020,71 - Southwest,Grants Pass,304,Nelson Way 310,T35S R5W S30 NWNE,A,Josephine,8/19/20 10:33,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,305,Finch Road #7,T39S R8W S9 NWNW,F,Josephine,8/19/20 14:20,Arson,0.08,0.08
2020,71 - Southwest,Medford,309,Antioch Rd 16142 PP#B127,T35S R2W S11 NWSW,,Jackson,9/17/20 15:38,Equipment Use,0.01,
2020,71 - Southwest,Grants Pass,314,Williams Hwy Wayside,T37S R5W S20 SENE,R,Josephine,8/20/20 16:03,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,321,Westside Rd,T39S R8W S8 SWNE,A,Josephine,8/21/20 16:33,Equipment Use,0.01,0.01
2020,71 - Southwest,Medford,330,Yale Creek Rd 3000,T40S R2W S4 SENE,C,Jackson,9/23/20 15:14,Equipment Use,0.5,0.5
2020,71 - Southwest,Medford,342,Lost Creek,T36S R2E S33 SESE,C,Jackson,9/28/20 15:20,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,352,Valley of the Rogue,T36S R4W S27 SWNE,A,Jackson,8/25/20 12:04,Arson,0.39,0.39
2020,71 - Southwest,Grants Pass,355,Valley of the Rogue #2,T36S R4W S27 NWNE,A,Jackson,8/25/20 18:56,Arson,0.25,0.25
2020,71 - Southwest,Medford,358,Trail Creek,T33S R1W S29 NESW,C,Jackson,2/19/20 19:45,Recreationist,0.25,0.25
2020,71 - Southwest,Medford,359,Corp Ranch Rd 11260,T39S R2E S19 NESE,A,Jackson,3/5/20 12:13,Debris Burning,0.1,0.1
2020,71 - Southwest,Medford,360,E Antelope Rd 5039,T36S R1E S32 SWSE,A,Jackson,3/5/20 14:44,Debris Burning,1,1
2020,71 - Southwest,Medford,361,S Fork Little Butte CK 5,T37S R2E S3 NWNW,C,Jackson,3/5/20 19:57,Debris Burning,0.5,0.5
2020,71 - Southwest,Medford,364,Galls Creek,T37S R3W S9 SWNE,X,Jackson,3/10/20 11:48,Recreationist,0.01,0.01
2020,71 - Southwest,Medford,365,Tolo Rd 6755,T36S R2W S29 NWNE,X,Jackson,10/11/20 11:45,Debris Burning,0.01,0.01
2020,71 - Southwest,Medford,365,Upper Applegate Rd 2384,T39S R3W S3 NESW,B,Jackson,3/29/20 13:39,Debris Burning,0.5,0.5
2020,71 - Southwest,Medford,366,Pioneer Rd 2275,T38S R1W S21 NWNW,F,Jackson,4/10/20 15:14,Debris Burning,1,1
2020,71 - Southwest,Medford,367,Old Military rd 3141,T37S R2W S8 NWSE,C,Jackson,4/10/20 16:27,Smoking,1,1
2020,71 - Southwest,Medford,368,Paradise Creek,T33S R2W S23 NESE,I,Jackson,4/13/20 11:30,Debris Burning,0.25,0.25
2020,71 - Southwest,Medford,369,Ruch Store,T38S R3W S27 NENE,B,Jackson,4/14/20 12:10,Miscellaneous,0.1,0.1
2020,71 - Southwest,Medford,370,Carolina Dr 9400,T36S R3W S28 SENE,R,Jackson,4/14/20 12:56,Debris Burning,0.5,0.5
2020,71 - Southwest,Medford,370,Nugget Butte,T36S R3W S16 NENE,,Jackson,10/14/20 13:53,Under Invest,0.5,
2020,71 - Southwest,Medford,372,S Fork Little Butte 8777,T37S R2E S11 SESE,F,Jackson,4/14/20 18:12,Debris Burning,0.25,0.25
2020,71 - Southwest,Medford,373,S Fork Little Butte12272,T37S R3E S16 NWSE,L,Jackson,4/15/20 15:25,Debris Burning,0.5,0.5
2020,71 - Southwest,Medford,375,Mill Creek Dr 2750,T33S R2E S16 NWNE,H,Jackson,4/16/20 14:36,Debris Burning,0.5,0.5
2020,71 - Southwest,Medford,376,Salt Creek Rd,T35S R2E S34 SWSW,F,Jackson,4/17/20 13:09,Recreationist,0.25,0.25
2020,71 - Southwest,Medford,380,Denman,T36S R1W S7 SESW,F,Jackson,4/21/20 13:08,Arson,0.25,0.25
2020,71 - Southwest,Medford,383,Skookum Ln 739,T33S R2E S11 NENE,A,Jackson,4/26/20 17:07,Debris Burning,0.25,0.25
2020,71 - Southwest,Medford,386,John Day Dr,T36S R2W S18 SWNW,F,Jackson,5/3/20 12:32,Debris Burning,0.01,0.01
2020,71 - Southwest,Medford,388,7499 Hwy 238,T38S R3W S27 NESE,L,Jackson,5/3/20 15:00,Debris Burning,0.5,0.5
2020,71 - Southwest,Medford,389,Dodge Rd 3096,T35S R1W S18 NESW,A,Jackson,5/4/20 11:47,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,390,PP-228100/Hugo Rd 7160,T34S R6W S22 SESE,A,Josephine,8/30/20 20:55,Equipment Use,0.01,0.01
2020,71 - Southwest,Medford,391,Pond,T38S R4E S6 SENW,I,Jackson,5/7/20 13:42,Debris Burning,0.1,0.1
2020,71 - Southwest,Medford,401,Indian Creek Rd,T34S R1W S24 NWSW,A,Jackson,5/19/20 22:49,Miscellaneous,0.01,0.01
2020,71 - Southwest,Medford,406,Sams Valley Rd 5529,T35S R2W S31 NWNW,A,Jackson,5/23/20 13:38,Equipment Use,3.5,3.5
2020,71 - Southwest,Medford,410,Butte Falls Hwy MM5,T35S R1E S7 SENE,X,Jackson,5/27/20 15:00,Debris Burning,0.1,0.1
2020,71 - Southwest,Medford,412,Tub Springs,T40S R3E S2 SESW,F,Jackson,5/28/20 20:53,Equipment Use,0.1,0.1
2020,71 - Southwest,Medford,415,Wagner Springs,T40S R2E S3 SENE,A,Jackson,5/30/20 14:00,Lightning,0.01,0.01
2020,71 - Southwest,Grants Pass,419,Quartz Creek,T34S R7W S36 NWSE,A,Josephine,9/3/20 21:10,Equipment Use,0.1,0.1
2020,71 - Southwest,Medford,425,Fish Lake Rd,T35S R3E S7 SWSW,A,Jackson,6/3/20 11:08,Equipment Use,0.01,0.01
2020,71 - Southwest,Medford,428,Ventura Lane 6339,T36S R2W S29 NESE,A,Jackson,6/5/20 10:44,Equipment Use,0.01,0.01
2020,71 - Southwest,Medford,430,Kane Creek Rd 5096,T36S R3W S35 SWSE,A,Jackson,6/6/20 16:16,Equipment Use,0.01,0.01
2020,71 - Southwest,Medford,433,N. Mountain Ave,T39S R1E S4 SENE,A,Jackson,6/9/20 9:33,Equipment Use,0,0.01
2020,71 - Southwest,Medford,438,Point Mountain,T39S R1W S17 SENE,A,Jackson,6/12/20 0:01,Lightning,0.1,0.1
2020,71 - Southwest,Grants Pass,438,N River Road,T36S R4W S26 NWSW,F,Jackson,9/7/20 12:44,Equipment Use,2.57,2.57
2020,71 - Southwest,Medford,444,Upper River 2586,T36S R3W S11 SWNE,A,Jackson,6/14/20 21:41,Miscellaneous,0.01,0.01
2020,71 - Southwest,Medford,445,Payne Rd 3895,T38S R1W S12 SWSW,A,Jackson,6/15/20 14:07,Debris Burning,0.01,0.01
2020,71 - Southwest,Medford,453,SANTA BARBARA DR 4870,T37S R1W S35 SENW,B,Jackson,6/23/20 14:36,Equipment Use,0.1,0.1
2020,71 - Southwest,Medford,458,HWY 234 6000,T35S R2W S27 NESE,A,Jackson,6/29/20 11:50,Juveniles,0.01,0.01
2020,71 - Southwest,Medford,459,Nellis Ave,T36S R2W S29 SWNW,A,Jackson,6/29/20 12:47,Equipment Use,0.25,0.25
2020,71 - Southwest,Medford,460,I5 SB MM37,T36S R2W S29 SWNW,A,Jackson,6/29/20 12:47,Equipment Use,0.25,0.25
2020,71 - Southwest,Grants Pass,475,Illinois Valley Support,T40S R7W S17 SENE,C,Josephine,9/9/20 6:00,Under Invest,6696,155726
2020,71 - Southwest,Grants Pass,498,Green Bridge,T39S R8W S9 NWNW,F,Josephine,9/9/20 19:35,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,500,Riverbanks Rd 7700,T35S R7W S35 SWNW,A,Josephine,9/10/20 7:10,Miscellaneous,0.01,0.01
2020,71 - Southwest,Grants Pass,520,Saratoga Way 1389,T35S R6W S34 SESE,A,Josephine,9/11/20 11:57,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,521,N School House #1,T35S R6W S11 SWNE,A,Josephine,9/11/20 12:33,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,522,N School House #2,T35S R6W S11 SENE,A,Josephine,9/11/20 12:33,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,551,Cheney Creek 1266,T37S R6W S18 SWNW,,Josephine,9/13/20 3:20,Miscellaneous,0.01,
2020,71 - Southwest,Grants Pass,566,W Evans Creek 8175,T35S R4W S8 SESE,R,Jackson,9/14/20 5:17,Miscellaneous,0.01,0.01
2020,71 - Southwest,Grants Pass,616,Lakeshore Dr,T38S R7W S16 SWNW,A,Josephine,9/19/20 9:47,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,641,PP8-L3352B/Bridge Ln 126,T33S R6W S22 SENW,A,Josephine,9/21/20 13:51,Lightning,0.01,0.01
2020,71 - Southwest,Grants Pass,658,Linkhart Dr 168,T38S R8W S2 NWSW,A,Josephine,9/22/20 17:45,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,661,Caves Hwy 8000,T39S R7W S22 SENE,C,Josephine,9/23/20 2:53,Miscellaneous,0.01,0.01
2020,71 - Southwest,Grants Pass,699,Hwy 199 MP 6,T36S R6W S29 SESW,F,Josephine,9/28/20 14:56,Equipment Use,0.1,0.1
2020,71 - Southwest,Grants Pass,711,Meadow View 1201,T39S R5W S3 SENW,C,Josephine,9/29/20 14:23,Miscellaneous,0.53,0.53
2020,71 - Southwest,Grants Pass,726,Merlin Sanitarium 605,T35S R6W S21 SWSW,F,Josephine,10/1/20 15:09,Juveniles,0.01,0.01
2020,71 - Southwest,Grants Pass,727,S Old Stage 810,T39S R8W S28 NENE,H,Josephine,10/1/20 16:09,Miscellaneous,0.4,0.4
2020,71 - Southwest,Grants Pass,761,Zig Zag,T35S R7W S16 SWSE,J,Josephine,2/21/20 15:39,Recreationist,0.25,0.25
2020,71 - Southwest,Grants Pass,762,Zig Zag #2,T35S R7W S16 SWNW,H,Josephine,2/24/20 14:40,Miscellaneous,0.1,0.1
2020,71 - Southwest,Grants Pass,763,Donaldson Road 5029,T35S R6W S25 SWSE,R,Josephine,2/25/20 16:19,Miscellaneous,1.5,1.5
2020,71 - Southwest,Grants Pass,764,Marble Quary Rd,T37S R7W S13 SESW,H,Josephine,3/11/20 9:40,Recreationist,0.1,0.1
2020,71 - Southwest,Grants Pass,765,Redwood Hwy 8800,T37S R7W S2 SENE,H,Josephine,3/11/20 16:20,Debris Burning,0.5,0.5
2020,71 - Southwest,Grants Pass,766,Lenella Way,T36S R5W S16 SENE,R,Josephine,3/12/20 18:06,Debris Burning,0.6,0.6
2020,71 - Southwest,Grants Pass,768,Lone Mountain Rd 1385,T40S R9W S26 SWNE,J,Josephine,3/13/20 15:49,Debris Burning,0.1,0.1
2020,71 - Southwest,Grants Pass,769,Speaker Road,T33S R5W S10 NENW,I,Josephine,3/21/20 17:20,Debris Burning,10.78,10.78
2020,71 - Southwest,Grants Pass,769,Valley of the Rogue #3,T36S R4W S25 SWNW,I,Jackson,10/7/20 7:53,Smoking,0.01,0.01
2020,71 - Southwest,Grants Pass,770,Dowell Road 2161,T36S R6W S25 SWNW,H,Josephine,3/23/20 12:13,Debris Burning,0.1,0.1
2020,71 - Southwest,Grants Pass,771,Marble Quarry #3,T37S R7W S24 NESW,H,Josephine,3/25/20 14:27,Recreationist,0.1,0.1
2020,71 - Southwest,Grants Pass,772,Marble Quarry #4,T37S R7W S24 SESW,H,Josephine,3/25/20 14:27,Recreationist,0.1,0.1
2020,71 - Southwest,Grants Pass,774,Little Cheney Creek,T37S R7W S13 SESW,H,Josephine,3/31/20 11:52,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,777,Marble Quarry #5,T37S R7W S24 SESW,I,Josephine,4/2/20 13:10,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,778,Marble Quarry #6,T37S R7W S24 SWSW,J,Josephine,4/3/20 10:50,Recreationist,0.1,0.1
2020,71 - Southwest,Grants Pass,781,N Applegate Road,T38S R4W S16 NWSW,H,Josephine,4/10/20 6:23,Equipment Use,0.1,0.1
2020,71 - Southwest,Grants Pass,783,SB I5 MP 49,T36S R4W S16 SESE,A,Jackson,10/9/20 16:25,Equipment Use,0.1,0.1
2020,71 - Southwest,Grants Pass,784,Speaker Road 1568,T33S R5W S7 SWNE,F,Josephine,4/12/20 14:30,Debris Burning,0.75,0.75
2020,71 - Southwest,Grants Pass,785,Merlin Sanitarium Rd 816,T35S R6W S28 NWNW,F,Josephine,4/12/20 17:36,Debris Burning,0.73,0.73
2020,71 - Southwest,Grants Pass,786,Fish Hatchery 4433,T37S R6W S8 SESW,,Josephine,10/10/20 11:00,Miscellaneous,0.01,
2020,71 - Southwest,Grants Pass,788,Slagle Creek Rd 1102,T37S R4W S32 NESW,H,Josephine,4/13/20 12:52,Debris Burning,0.75,0.75
2020,71 - Southwest,Grants Pass,789,Lower Grave Crk Rd 7898,T33S R7W S34 SWSE,H,Josephine,4/13/20 15:45,Miscellaneous,1,1
2020,71 - Southwest,Grants Pass,791,N Applegate Rd 10912,T37S R5W S27 NESE,G,Josephine,4/14/20 15:20,Debris Burning,0.5,0.5
2020,71 - Southwest,Grants Pass,793,Mainline Chandler,T39S R8W S3 NESE,H,Josephine,4/15/20 0:03,Debris Burning,0.1,0.1
2020,71 - Southwest,Grants Pass,794,Hugo Road 500,T35S R6W S20 NWNW,H,Josephine,4/17/20 12:18,Debris Burning,0.1,0.1
2020,71 - Southwest,Grants Pass,795,Airport Drive 116,T40S R8W S6 SESE,A,Josephine,4/17/20 17:52,Debris Burning,1,1
2020,71 - Southwest,Grants Pass,796,Kerby Mainline #4,T39S R8W S3 NESW,H,Josephine,4/17/20 19:12,Debris Burning,3.2,3.2
2020,71 - Southwest,Grants Pass,797,Daily Lane 412,T36S R7W S26 SENW,K,Josephine,4/18/20 6:05,Debris Burning,0.26,0.26
2020,71 - Southwest,Grants Pass,798,Galice Road MP 9,T35S R7W S6 SWNE,A,Josephine,4/18/20 8:08,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,799,Quartz Creek #2,T34S R7W S24 NWNW,C,Josephine,4/18/20 12:02,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,800,Low Divide,T39S R6W S26 SENW,I,Josephine,4/19/20 21:06,Recreationist,0.5,0.5
2020,71 - Southwest,Grants Pass,802,Pine Cone Drive,T39S R8W S25 NWSW,F,Josephine,4/20/20 17:17,Debris Burning,0.24,0.24
2020,71 - Southwest,Grants Pass,804,Shangrila Lane,T35S R4W S35 NWNW,F,Josephine,4/21/20 13:24,Debris Burning,18,18
2020,71 - Southwest,Grants Pass,806,Riverbanks Road MP 16,T36S R7W S2 SWSW,H,Josephine,4/21/20 16:59,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,809,Yearly Way 255,T36S R7W S25 NWSW,H,Josephine,4/23/20 13:15,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,810,Riverbanks 7770,T35S R7W S35 SENW,H,Josephine,4/23/20 14:08,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,813,Westside Rd 6285,T39S R8W S31 NESE,H,Josephine,4/26/20 15:44,Debris Burning,0.2,0.2
2020,71 - Southwest,Grants Pass,814,PP A10708/Saratoga Way,T35S R6W S34 SESW,C,Josephine,4/26/20 18:43,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,815,Robinson Corner,T39S R7W S35 SENW,K,Josephine,4/29/20 12:31,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,816,N Applegate 9360,T37S R5W S22 SENW,B,Josephine,4/29/20 17:25,Debris Burning,0.25,0.25
2020,71 - Southwest,Grants Pass,817,PP-209400 Fielder Ln,T36S R4W S20 SESE,A,Josephine,4/29/20 17:34,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,818,Culver Lane 102,T35S R6W S20 NESE,H,Josephine,4/29/20 17:52,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,821,Deer Creek Road 8300,T38S R6W S18 SENW,K,Josephine,4/30/20 16:45,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,868,Westside Rd 6000,T39S R8W S31 NESE,A,Josephine,5/5/20 12:35,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,872,I-5 SB MM 55,T36S R5W S16 NESE,A,Josephine,5/6/20 14:27,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,873,I-5 NB MM 54,T36S R5W S14 SESW,A,Josephine,5/6/20 15:00,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,874,Redwood Hwy 35000,T40S R9W S25 SWSW,I,Josephine,5/7/20 8:01,Miscellaneous,0.5,0.5
2020,71 - Southwest,Grants Pass,887,Valley Rogue Way 239,T36S R6W S14 SWNE,K,Josephine,5/8/20 11:25,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,892,Barker Rd 255,T35S R6W S20 NENW,A,Josephine,5/8/20 17:23,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,896,Morgan Buckhorn,T38S R6W S26 NWNW,J,Josephine,5/10/20 10:45,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,903,Birdseye Creek 1849,T37S R4W S3 SESW,H,Jackson,5/11/20 12:25,Debris Burning,0.25,0.25
2020,71 - Southwest,Grants Pass,908,759050D/Warner Rd,T33S R6W S14 SENW,H,Josephine,5/12/20 4:31,Railroad,0.01,0.01
2020,71 - Southwest,Grants Pass,910,Monument Drive 7598,T35S R6W S16 NESE,A,Josephine,5/13/20 6:03,Miscellaneous,0.1,0.1
2020,71 - Southwest,Grants Pass,915,Foots Creek 1974,T37S R4W S12 SENW,I,Jackson,5/13/20 12:50,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,925,West 6th St,T39S R8W S4 SWSW,A,Josephine,5/15/20 13:38,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,960,Savage Creek,T37S R5W S14 NENE,A,Josephine,5/18/20 21:14,Arson,0.01,0.01
2020,71 - Southwest,Grants Pass,961,Mountain Lion Mine,T37S R5W S23 NWNE,A,Josephine,5/18/20 21:14,Arson,0.01,0.01
2020,71 - Southwest,Grants Pass,962,Oscar Creek,T37S R5W S23 NWNE,A,Josephine,5/18/20 21:14,Arson,0.01,0.01
2020,71 - Southwest,Grants Pass,963,Abegg Road 615,T35S R6W S19 SENW,A,Josephine,5/19/20 13:07,Equipment Use,0.01,0.01
2020,71 - Southwest,Grants Pass,972,N Sawyer Avenue,T39S R8W S16 NWSE,A,Josephine,5/21/20 5:51,Debris Burning,0.25,0.25
2020,71 - Southwest,Grants Pass,977,Pearce Park,T36S R5W S22 NENW,A,Josephine,5/21/20 19:59,Debris Burning,0.01,0.01
2020,71 - Southwest,Grants Pass,982,Cheney Creek,T37S R7W S13 NWSE,F,Josephine,5/23/20 15:48,Recreationist,0.01,0.01
2020,71 - Southwest,Grants Pass,989,Keen Rd 333,T37S R6W S15 NWNW,A,Josephine,5/24/20 13:30,Debris Burning,0.1,0.1
2020,71 - Southwest,Grants Pass,997,N Sawyer #2,T39S R8W S16 NWSE,A,Josephine,5/25/20 18:40,Arson,0.01,0.01
